O1ENSID	O2ENSID
ENSMUSG00000042523	ENSDARG00000097505
ENSMUSG00000042477	ENSDARG00000008861
ENSMUSG00000102667	
ENSMUSG00000096890	
ENSMUSG00000087345	
ENSMUSG00000052748	ENSDARG00000094010
ENSMUSG00000022757	ENSDARG00000003641
ENSMUSG00000020834	ENSDARG00000031814
ENSMUSG00000020834	ENSDARG00000098746
ENSMUSG00000020834	ENSDARG00000026322
ENSMUSG00000020834	ENSDARG00000041137
ENSMUSG00000086035	
ENSMUSG00000053647	ENSDARG00000074661
ENSMUSG00000081935	
ENSMUSG00000068082	ENSDARG00000069865
ENSMUSG00000026311	ENSDARG00000026635
ENSMUSG00000107223	
ENSMUSG00000090100	ENSDARG00000043026
ENSMUSG00000090100	ENSDARG00000005670
ENSMUSG00000078639	
ENSMUSG00000036863	ENSDARG00000099479
ENSMUSG00000103667	
ENSMUSG00000094732	
ENSMUSG00000108096	
ENSMUSG00000081007	
ENSMUSG00000037813	ENSDARG00000103586
ENSMUSG00000037813	ENSDARG00000073684
ENSMUSG00000107013	
ENSMUSG00000080990	
ENSMUSG00000045555	ENSDARG00000075817
ENSMUSG00000085424	
ENSMUSG00000084401	
ENSMUSG00000020940	
ENSMUSG00000082784	
ENSMUSG00000083979	
ENSMUSG00000089790	
ENSMUSG00000020570	ENSDARG00000077356
ENSMUSG00000082405	
ENSMUSG00000029417	
ENSMUSG00000097012	
ENSMUSG00000079543	
ENSMUSG00000103020	
ENSMUSG00000102243	
ENSMUSG00000086969	
ENSMUSG00000085298	
ENSMUSG00000067438	ENSDARG00000095651
ENSMUSG00000036938	ENSDARG00000042993
ENSMUSG00000084182	
ENSMUSG00000022768	
ENSMUSG00000092408	
ENSMUSG00000061388	
ENSMUSG00000086037	
ENSMUSG00000031860	ENSDARG00000104156
ENSMUSG00000031860	ENSDARG00000052150
ENSMUSG00000068740	ENSDARG00000019726
ENSMUSG00000023467	ENSDARG00000062902
ENSMUSG00000091455	ENSDARG00000088750
ENSMUSG00000085938	
ENSMUSG00000082303	
ENSMUSG00000081568	
ENSMUSG00000086238	
ENSMUSG00000048652	ENSDARG00000062977
ENSMUSG00000086117	
ENSMUSG00000060777	
ENSMUSG00000084878	
ENSMUSG00000083159	
ENSMUSG00000093588	
ENSMUSG00000054052	
ENSMUSG00000051359	ENSDARG00000070688
ENSMUSG00000049092	ENSDARG00000045289
ENSMUSG00000053080	ENSDARG00000088036
ENSMUSG00000081226	
ENSMUSG00000038383	ENSDARG00000075530
ENSMUSG00000052403	
ENSMUSG00000034738	ENSDARG00000077866
ENSMUSG00000105225	
ENSMUSG00000087702	
ENSMUSG00000003283	ENSDARG00000058647
ENSMUSG00000076918	
ENSMUSG00000053545	
ENSMUSG00000085579	
ENSMUSG00000038332	ENSDARG00000020693
ENSMUSG00000104986	
ENSMUSG00000032726	ENSDARG00000035677
ENSMUSG00000048261	
ENSMUSG00000086341	
ENSMUSG00000043298	
ENSMUSG00000002996	ENSDARG00000028517
ENSMUSG00000021347	ENSDARG00000037946
ENSMUSG00000049691	ENSDARG00000037639
ENSMUSG00000085469	
ENSMUSG00000086060	
ENSMUSG00000083715	
ENSMUSG00000058905	
ENSMUSG00000015092	ENSDARG00000009950
ENSMUSG00000004032	ENSDARG00000042533
ENSMUSG00000004032	ENSDARG00000088116
ENSMUSG00000004032	ENSDARG00000029473
ENSMUSG00000022911	ENSDARG00000012763
ENSMUSG00000053054	ENSDARG00000088366
ENSMUSG00000053054	ENSDARG00000024278
ENSMUSG00000053054	ENSDARG00000087262
ENSMUSG00000053054	ENSDARG00000091211
ENSMUSG00000105068	
ENSMUSG00000072599	
ENSMUSG00000026019	ENSDARG00000003287
ENSMUSG00000087256	
ENSMUSG00000106005	
ENSMUSG00000084297	
ENSMUSG00000104365	
ENSMUSG00000087443	
ENSMUSG00000102145	
ENSMUSG00000067745	
ENSMUSG00000079009	
ENSMUSG00000085441	
ENSMUSG00000105343	
ENSMUSG00000045693	ENSDARG00000105141
ENSMUSG00000045693	ENSDARG00000095634
ENSMUSG00000045693	ENSDARG00000088423
ENSMUSG00000045693	ENSDARG00000090699
ENSMUSG00000045693	ENSDARG00000088955
ENSMUSG00000108171	
ENSMUSG00000021481	ENSDARG00000060695
ENSMUSG00000009941	ENSDARG00000055076
ENSMUSG00000009941	ENSDARG00000086017
ENSMUSG00000020190	ENSDARG00000011373
ENSMUSG00000020190	ENSDARG00000015164
ENSMUSG00000080768	
ENSMUSG00000022386	ENSDARG00000043734
ENSMUSG00000024974	ENSDARG00000019000
ENSMUSG00000007777	ENSDARG00000097660
ENSMUSG00000084871	
ENSMUSG00000075558	
ENSMUSG00000041912	ENSDARG00000053474
ENSMUSG00000027460	ENSDARG00000076787
ENSMUSG00000102893	
ENSMUSG00000012042	
ENSMUSG00000107931	
ENSMUSG00000028907	ENSDARG00000039958
ENSMUSG00000013091	
ENSMUSG00000093538	
ENSMUSG00000103029	
ENSMUSG00000078487	
ENSMUSG00000082362	
ENSMUSG00000039546	ENSDARG00000038655
ENSMUSG00000067058	
ENSMUSG00000026519	ENSDARG00000031956
ENSMUSG00000054909	
ENSMUSG00000094975	
ENSMUSG00000105229	
ENSMUSG00000100084	
ENSMUSG00000087689	
ENSMUSG00000022132	ENSDARG00000058937
ENSMUSG00000022132	ENSDARG00000104528
ENSMUSG00000093518	
ENSMUSG00000023140	
ENSMUSG00000028158	ENSDARG00000008637
ENSMUSG00000044052	ENSDARG00000040643
ENSMUSG00000020525	ENSDARG00000021380
ENSMUSG00000020525	ENSDARG00000009273
ENSMUSG00000032612	ENSDARG00000014770
ENSMUSG00000097011	
ENSMUSG00000026274	ENSDARG00000075008
ENSMUSG00000036894	ENSDARG00000103032
ENSMUSG00000030087	ENSDARG00000091127
ENSMUSG00000021377	ENSDARG00000070108
ENSMUSG00000085890	
ENSMUSG00000093726	
ENSMUSG00000096065	
ENSMUSG00000082775	
ENSMUSG00000064262	ENSDARG00000070516
ENSMUSG00000064262	ENSDARG00000052876
ENSMUSG00000102286	
ENSMUSG00000099451	
ENSMUSG00000090607	
ENSMUSG00000051052	
ENSMUSG00000024797	ENSDARG00000062016
ENSMUSG00000059891	
ENSMUSG00000098941	
ENSMUSG00000097714	
ENSMUSG00000103925	
ENSMUSG00000020264	ENSDARG00000075618
ENSMUSG00000062480	ENSDARG00000007127
ENSMUSG00000086420	
ENSMUSG00000086365	
ENSMUSG00000031789	ENSDARG00000068242
ENSMUSG00000031789	ENSDARG00000042107
ENSMUSG00000038973	
ENSMUSG00000079505	
ENSMUSG00000086827	
ENSMUSG00000093580	
ENSMUSG00000085866	
ENSMUSG00000014195	ENSDARG00000058148
ENSMUSG00000091817	
ENSMUSG00000107857	
ENSMUSG00000005413	ENSDARG00000027529
ENSMUSG00000108009	
ENSMUSG00000031229	ENSDARG00000042236
ENSMUSG00000107940	
ENSMUSG00000104874	
ENSMUSG00000086076	
ENSMUSG00000105489	
ENSMUSG00000057534	
ENSMUSG00000084276	
ENSMUSG00000081435	
ENSMUSG00000108597	
ENSMUSG00000022215	ENSDARG00000056464
ENSMUSG00000059751	
ENSMUSG00000009013	ENSDARG00000058454
ENSMUSG00000098064	
ENSMUSG00000103108	
ENSMUSG00000102126	
ENSMUSG00000061210	
ENSMUSG00000057203	
ENSMUSG00000055926	
ENSMUSG00000084918	
ENSMUSG00000105082	
ENSMUSG00000092072	
ENSMUSG00000020010	
ENSMUSG00000080984	
ENSMUSG00000100515	
ENSMUSG00000072872	ENSDARG00000053459
ENSMUSG00000072872	ENSDARG00000037773
ENSMUSG00000028040	ENSDARG00000090427
ENSMUSG00000071561	ENSDARG00000045352
ENSMUSG00000071561	ENSDARG00000028164
ENSMUSG00000071561	ENSDARG00000045980
ENSMUSG00000085369	
ENSMUSG00000070530	
ENSMUSG00000086104	
ENSMUSG00000037139	ENSDARG00000059838
ENSMUSG00000044248	
ENSMUSG00000052155	ENSDARG00000104700
ENSMUSG00000052155	ENSDARG00000011188
ENSMUSG00000030606	ENSDARG00000045802
ENSMUSG00000092493	
ENSMUSG00000019876	ENSDARG00000095152
ENSMUSG00000019876	ENSDARG00000053110
ENSMUSG00000047485	ENSDARG00000057582
ENSMUSG00000101325	
ENSMUSG00000002413	ENSDARG00000017661
ENSMUSG00000105916	
ENSMUSG00000085574	
ENSMUSG00000098071	
ENSMUSG00000029993	ENSDARG00000068125
ENSMUSG00000092213	
ENSMUSG00000102650	
ENSMUSG00000036661	ENSDARG00000013153
ENSMUSG00000036661	ENSDARG00000078797
ENSMUSG00000082583	
ENSMUSG00000099603	
ENSMUSG00000104180	
ENSMUSG00000103473	
ENSMUSG00000035953	ENSDARG00000038615
ENSMUSG00000035953	ENSDARG00000026387
ENSMUSG00000070372	
ENSMUSG00000028799	ENSDARG00000062231
ENSMUSG00000028799	ENSDARG00000060900
ENSMUSG00000081223	
ENSMUSG00000020564	ENSDARG00000089860
ENSMUSG00000079480	ENSDARG00000004527
ENSMUSG00000025949	ENSDARG00000056112
ENSMUSG00000096551	
ENSMUSG00000105277	
ENSMUSG00000094420	
ENSMUSG00000090794	
ENSMUSG00000083431	
ENSMUSG00000035929	
ENSMUSG00000095495	
ENSMUSG00000099490	
ENSMUSG00000060780	ENSDARG00000052713
ENSMUSG00000092521	
ENSMUSG00000101452	
ENSMUSG00000085754	
ENSMUSG00000001403	ENSDARG00000035770
ENSMUSG00000030602	ENSDARG00000086735
ENSMUSG00000085168	
ENSMUSG00000100650	
ENSMUSG00000092336	
ENSMUSG00000082250	
ENSMUSG00000043110	ENSDARG00000089543
ENSMUSG00000043110	ENSDARG00000088247
ENSMUSG00000108742	
ENSMUSG00000096846	
ENSMUSG00000089767	
ENSMUSG00000091361	
ENSMUSG00000082173	
ENSMUSG00000105185	
ENSMUSG00000097450	
ENSMUSG00000081352	
ENSMUSG00000083180	
ENSMUSG00000082943	
ENSMUSG00000106754	
ENSMUSG00000091336	
ENSMUSG00000103639	
ENSMUSG00000020922	ENSDARG00000045940
ENSMUSG00000020922	ENSDARG00000028848
ENSMUSG00000103099	
ENSMUSG00000046160	ENSDARG00000040948
ENSMUSG00000102179	
ENSMUSG00000086840	
ENSMUSG00000042514	ENSDARG00000045275
ENSMUSG00000087034	
ENSMUSG00000066478	
ENSMUSG00000106859	
ENSMUSG00000020328	ENSDARG00000078059
ENSMUSG00000057337	ENSDARG00000061070
ENSMUSG00000057337	ENSDARG00000101167
ENSMUSG00000029464	ENSDARG00000069525
ENSMUSG00000085980	
ENSMUSG00000021589	ENSDARG00000090036
ENSMUSG00000074794	ENSDARG00000052690
ENSMUSG00000083460	
ENSMUSG00000102727	
ENSMUSG00000073728	
ENSMUSG00000030232	ENSDARG00000006038
ENSMUSG00000041695	ENSDARG00000104389
ENSMUSG00000041695	ENSDARG00000019418
ENSMUSG00000027855	ENSDARG00000003904
ENSMUSG00000035835	ENSDARG00000010144
ENSMUSG00000035835	ENSDARG00000028552
ENSMUSG00000084195	
ENSMUSG00000091941	
ENSMUSG00000107015	
ENSMUSG00000067724	ENSDARG00000071418
ENSMUSG00000100177	
ENSMUSG00000082374	
ENSMUSG00000103931	
ENSMUSG00000080714	
ENSMUSG00000085790	
ENSMUSG00000030029	ENSDARG00000075625
ENSMUSG00000006763	ENSDARG00000018681
ENSMUSG00000103169	
ENSMUSG00000082437	
ENSMUSG00000090180	
ENSMUSG00000103172	
ENSMUSG00000058331	
ENSMUSG00000081900	
ENSMUSG00000028712	ENSDARG00000004964
ENSMUSG00000082662	
ENSMUSG00000085087	
ENSMUSG00000021244	ENSDARG00000043680
ENSMUSG00000082768	
ENSMUSG00000100339	
ENSMUSG00000085363	
ENSMUSG00000107310	
ENSMUSG00000106736	
ENSMUSG00000085421	
ENSMUSG00000025001	ENSDARG00000057738
ENSMUSG00000017754	ENSDARG00000104495
ENSMUSG00000101739	
ENSMUSG00000066595	ENSDARG00000031587
ENSMUSG00000009114	ENSDARG00000044549
ENSMUSG00000101535	
ENSMUSG00000082400	
ENSMUSG00000098186	
ENSMUSG00000100851	
ENSMUSG00000047854	ENSDARG00000074029
ENSMUSG00000028467	ENSDARG00000061472
ENSMUSG00000042662	
ENSMUSG00000081189	
ENSMUSG00000082543	
ENSMUSG00000012187	ENSDARG00000086481
ENSMUSG00000085773	
ENSMUSG00000081874	
ENSMUSG00000028222	ENSDARG00000031598
ENSMUSG00000083277	
ENSMUSG00000101363	
ENSMUSG00000073842	
ENSMUSG00000106565	
ENSMUSG00000107231	
ENSMUSG00000018862	
ENSMUSG00000104472	
ENSMUSG00000082123	
ENSMUSG00000090043	
ENSMUSG00000058186	
ENSMUSG00000091368	
ENSMUSG00000034601	ENSDARG00000097772
ENSMUSG00000087578	
ENSMUSG00000046561	ENSDARG00000077590
ENSMUSG00000096470	
ENSMUSG00000085543	
ENSMUSG00000026358	ENSDARG00000089077
ENSMUSG00000107028	
ENSMUSG00000103166	
ENSMUSG00000055799	ENSDARG00000038159
ENSMUSG00000055799	ENSDARG00000007369
ENSMUSG00000085730	
ENSMUSG00000021314	ENSDARG00000007663
ENSMUSG00000038375	ENSDARG00000089986
ENSMUSG00000082443	
ENSMUSG00000086441	
ENSMUSG00000023961	ENSDARG00000006877
ENSMUSG00000029780	ENSDARG00000058597
ENSMUSG00000083490	
ENSMUSG00000100857	
ENSMUSG00000100026	
ENSMUSG00000108056	
ENSMUSG00000081602	
ENSMUSG00000028593	ENSDARG00000044802
ENSMUSG00000047238	
ENSMUSG00000102240	
ENSMUSG00000082338	
ENSMUSG00000096569	ENSDARG00000030357
ENSMUSG00000096569	ENSDARG00000013856
ENSMUSG00000096569	ENSDARG00000009443
ENSMUSG00000042888	
ENSMUSG00000064080	ENSDARG00000015156
ENSMUSG00000098190	
ENSMUSG00000086236	
ENSMUSG00000100121	
ENSMUSG00000090259	
ENSMUSG00000002100	ENSDARG00000011615
ENSMUSG00000082475	
ENSMUSG00000066149	ENSDARG00000077815
ENSMUSG00000050395	
ENSMUSG00000037902	
ENSMUSG00000080223	
ENSMUSG00000040972	ENSDARG00000031049
ENSMUSG00000082902	
ENSMUSG00000080696	
ENSMUSG00000096956	
ENSMUSG00000096658	
ENSMUSG00000106364	
ENSMUSG00000086714	
ENSMUSG00000063810	ENSDARG00000074779
ENSMUSG00000021069	ENSDARG00000002197
ENSMUSG00000102083	
ENSMUSG00000022187	
ENSMUSG00000028940	ENSDARG00000074897
ENSMUSG00000028940	ENSDARG00000068168
ENSMUSG00000047674	ENSDARG00000010555
ENSMUSG00000047674	ENSDARG00000012387
ENSMUSG00000076688	
ENSMUSG00000056877	
ENSMUSG00000106647	
ENSMUSG00000101006	
ENSMUSG00000090547	
ENSMUSG00000091192	
ENSMUSG00000031365	
ENSMUSG00000058250	
ENSMUSG00000080736	
ENSMUSG00000102603	
ENSMUSG00000027827	ENSDARG00000008140
ENSMUSG00000027827	ENSDARG00000040741
ENSMUSG00000085645	
ENSMUSG00000041180	ENSDARG00000061194
ENSMUSG00000104562	
ENSMUSG00000103015	
ENSMUSG00000078122	
ENSMUSG00000074952	
ENSMUSG00000009555	ENSDARG00000044811
ENSMUSG00000021175	ENSDARG00000076659
ENSMUSG00000095210	
ENSMUSG00000108636	
ENSMUSG00000081844	
ENSMUSG00000101849	
ENSMUSG00000036769	ENSDARG00000060249
ENSMUSG00000083390	
ENSMUSG00000002233	ENSDARG00000021309
ENSMUSG00000002233	ENSDARG00000018328
ENSMUSG00000078972	
ENSMUSG00000071451	ENSDARG00000090191
ENSMUSG00000051593	
ENSMUSG00000042066	ENSDARG00000046007
ENSMUSG00000082705	
ENSMUSG00000029027	ENSDARG00000009748
ENSMUSG00000031129	
ENSMUSG00000086370	
ENSMUSG00000029700	ENSDARG00000045638
ENSMUSG00000102013	
ENSMUSG00000004897	
ENSMUSG00000081276	
ENSMUSG00000034216	ENSDARG00000070433
ENSMUSG00000028644	ENSDARG00000102296
ENSMUSG00000095295	
ENSMUSG00000091595	
ENSMUSG00000034595	ENSDARG00000071251
ENSMUSG00000032491	ENSDARG00000057143
ENSMUSG00000024154	ENSDARG00000063670
ENSMUSG00000083111	
ENSMUSG00000055202	
ENSMUSG00000081323	
ENSMUSG00000083154	
ENSMUSG00000092357	
ENSMUSG00000086684	
ENSMUSG00000100797	
ENSMUSG00000083213	
ENSMUSG00000052749	
ENSMUSG00000064267	ENSDARG00000040338
ENSMUSG00000028879	ENSDARG00000098813
ENSMUSG00000028879	ENSDARG00000044605
ENSMUSG00000096908	
ENSMUSG00000025287	ENSDARG00000058352
ENSMUSG00000025287	ENSDARG00000058390
ENSMUSG00000030157	
ENSMUSG00000108060	
ENSMUSG00000085139	
ENSMUSG00000078314	
ENSMUSG00000101710	
ENSMUSG00000076919	
ENSMUSG00000085502	
ENSMUSG00000022635	ENSDARG00000045691
ENSMUSG00000094694	
ENSMUSG00000038011	ENSDARG00000061486
ENSMUSG00000099057	
ENSMUSG00000067389	
ENSMUSG00000100274	
ENSMUSG00000086876	
ENSMUSG00000102619	
ENSMUSG00000082838	
ENSMUSG00000026880	ENSDARG00000003835
ENSMUSG00000025876	ENSDARG00000099034
ENSMUSG00000055760	
ENSMUSG00000086564	
ENSMUSG00000020238	ENSDARG00000058861
ENSMUSG00000028854	ENSDARG00000067784
ENSMUSG00000030617	ENSDARG00000077179
ENSMUSG00000042350	ENSDARG00000100359
ENSMUSG00000107041	
ENSMUSG00000101634	
ENSMUSG00000020747	ENSDARG00000074506
ENSMUSG00000087401	
ENSMUSG00000080852	
ENSMUSG00000067424	
ENSMUSG00000031362	
ENSMUSG00000085835	
ENSMUSG00000049305	ENSDARG00000071570
ENSMUSG00000047617	ENSDARG00000078807
ENSMUSG00000095689	ENSDARG00000076803
ENSMUSG00000095689	ENSDARG00000074174
ENSMUSG00000095689	ENSDARG00000077393
ENSMUSG00000095689	ENSDARG00000099769
ENSMUSG00000095689	ENSDARG00000102809
ENSMUSG00000095689	ENSDARG00000077036
ENSMUSG00000095689	ENSDARG00000105228
ENSMUSG00000095689	ENSDARG00000076463
ENSMUSG00000095689	ENSDARG00000073987
ENSMUSG00000095689	ENSDARG00000103096
ENSMUSG00000095689	ENSDARG00000087496
ENSMUSG00000095689	ENSDARG00000078427
ENSMUSG00000095689	ENSDARG00000079242
ENSMUSG00000035967	
ENSMUSG00000084825	
ENSMUSG00000021000	
ENSMUSG00000024791	
ENSMUSG00000011257	ENSDARG00000059259
ENSMUSG00000023224	ENSDARG00000058053
ENSMUSG00000090152	
ENSMUSG00000058093	ENSDARG00000090400
ENSMUSG00000058093	ENSDARG00000100214
ENSMUSG00000058093	ENSDARG00000086182
ENSMUSG00000058093	ENSDARG00000091025
ENSMUSG00000058093	ENSDARG00000100327
ENSMUSG00000058093	ENSDARG00000099837
ENSMUSG00000058093	ENSDARG00000105217
ENSMUSG00000058093	ENSDARG00000086494
ENSMUSG00000107265	
ENSMUSG00000101032	
ENSMUSG00000022510	ENSDARG00000044356
ENSMUSG00000080916	
ENSMUSG00000054931	
ENSMUSG00000047889	ENSDARG00000091801
ENSMUSG00000047889	ENSDARG00000096888
ENSMUSG00000047889	ENSDARG00000057263
ENSMUSG00000047889	ENSDARG00000095830
ENSMUSG00000047889	ENSDARG00000014556
ENSMUSG00000085865	
ENSMUSG00000051340	
ENSMUSG00000042388	ENSDARG00000055459
ENSMUSG00000107496	
ENSMUSG00000074591	
ENSMUSG00000061246	
ENSMUSG00000083543	
ENSMUSG00000103113	
ENSMUSG00000051652	ENSDARG00000078415
ENSMUSG00000025528	ENSDARG00000067806
ENSMUSG00000052949	ENSDARG00000057481
ENSMUSG00000037926	ENSDARG00000098955
ENSMUSG00000037926	ENSDARG00000088440
ENSMUSG00000090081	
ENSMUSG00000029426	ENSDARG00000089844
ENSMUSG00000001827	ENSDARG00000102442
ENSMUSG00000095559	
ENSMUSG00000096376	
ENSMUSG00000013033	ENSDARG00000089292
ENSMUSG00000101512	
ENSMUSG00000103446	
ENSMUSG00000100769	
ENSMUSG00000015749	ENSDARG00000054804
ENSMUSG00000094029	ENSDARG00000096267
ENSMUSG00000094029	ENSDARG00000096340
ENSMUSG00000094029	ENSDARG00000096337
ENSMUSG00000094029	ENSDARG00000096244
ENSMUSG00000094029	ENSDARG00000096388
ENSMUSG00000094029	ENSDARG00000096342
ENSMUSG00000094029	ENSDARG00000096255
ENSMUSG00000094029	ENSDARG00000096241
ENSMUSG00000094029	ENSDARG00000096392
ENSMUSG00000094029	ENSDARG00000096308
ENSMUSG00000094029	ENSDARG00000096296
ENSMUSG00000094029	ENSDARG00000096318
ENSMUSG00000037101	ENSDARG00000058885
ENSMUSG00000081593	
ENSMUSG00000085873	
ENSMUSG00000074947	
ENSMUSG00000095979	
ENSMUSG00000027568	ENSDARG00000077577
ENSMUSG00000084939	
ENSMUSG00000036893	ENSDARG00000068157
ENSMUSG00000036893	ENSDARG00000026634
ENSMUSG00000038644	ENSDARG00000027689
ENSMUSG00000104752	
ENSMUSG00000099546	
ENSMUSG00000106737	
ENSMUSG00000035274	
ENSMUSG00000097030	
ENSMUSG00000081576	
ENSMUSG00000035000	ENSDARG00000079420
ENSMUSG00000035000	ENSDARG00000078468
ENSMUSG00000083752	
ENSMUSG00000021091	ENSDARG00000090286
ENSMUSG00000021091	ENSDARG00000074712
ENSMUSG00000021091	ENSDARG00000077960
ENSMUSG00000021091	ENSDARG00000087143
ENSMUSG00000021091	ENSDARG00000091136
ENSMUSG00000021091	ENSDARG00000090850
ENSMUSG00000029420	ENSDARG00000001154
ENSMUSG00000029420	ENSDARG00000104101
ENSMUSG00000090660	
ENSMUSG00000074224	
ENSMUSG00000083947	
ENSMUSG00000026602	ENSDARG00000042850
ENSMUSG00000105909	
ENSMUSG00000099645	
ENSMUSG00000040367	
ENSMUSG00000086920	
ENSMUSG00000105536	
ENSMUSG00000083114	
ENSMUSG00000100646	
ENSMUSG00000104435	
ENSMUSG00000105560	
ENSMUSG00000059336	ENSDARG00000102029
ENSMUSG00000059336	ENSDARG00000051914
ENSMUSG00000086083	
ENSMUSG00000038700	ENSDARG00000013057
ENSMUSG00000022558	ENSDARG00000016573
ENSMUSG00000032396	ENSDARG00000053200
ENSMUSG00000008200	ENSDARG00000051800
ENSMUSG00000078958	ENSDARG00000091509
ENSMUSG00000078958	ENSDARG00000090963
ENSMUSG00000104494	
ENSMUSG00000066170	
ENSMUSG00000099779	
ENSMUSG00000087336	
ENSMUSG00000103033	
ENSMUSG00000027360	ENSDARG00000075454
ENSMUSG00000082895	
ENSMUSG00000084268	
ENSMUSG00000081172	
ENSMUSG00000026466	ENSDARG00000094336
ENSMUSG00000026466	ENSDARG00000069102
ENSMUSG00000020415	
ENSMUSG00000025058	
ENSMUSG00000022375	
ENSMUSG00000024236	ENSDARG00000014651
ENSMUSG00000020528	ENSDARG00000019326
ENSMUSG00000055541	
ENSMUSG00000032503	ENSDARG00000061081
ENSMUSG00000101884	
ENSMUSG00000094575	
ENSMUSG00000032718	ENSDARG00000104839
ENSMUSG00000056666	ENSDARG00000018600
ENSMUSG00000056666	ENSDARG00000070140
ENSMUSG00000075378	
ENSMUSG00000029697	
ENSMUSG00000086841	
ENSMUSG00000108500	
ENSMUSG00000032591	ENSDARG00000103308
ENSMUSG00000105866	
ENSMUSG00000104680	
ENSMUSG00000096853	
ENSMUSG00000040205	ENSDARG00000025311
ENSMUSG00000040205	ENSDARG00000089050
ENSMUSG00000101463	
ENSMUSG00000037772	ENSDARG00000045696
ENSMUSG00000085965	
ENSMUSG00000029577	ENSDARG00000061960
ENSMUSG00000025610	ENSDARG00000069143
ENSMUSG00000090467	
ENSMUSG00000108022	ENSDARG00000075737
ENSMUSG00000108022	ENSDARG00000100979
ENSMUSG00000108022	ENSDARG00000041685
ENSMUSG00000108022	ENSDARG00000076366
ENSMUSG00000108022	ENSDARG00000078757
ENSMUSG00000108022	ENSDARG00000077171
ENSMUSG00000108022	ENSDARG00000041645
ENSMUSG00000108022	ENSDARG00000078183
ENSMUSG00000108022	ENSDARG00000093199
ENSMUSG00000108022	ENSDARG00000008835
ENSMUSG00000108022	ENSDARG00000076771
ENSMUSG00000108022	ENSDARG00000056314
ENSMUSG00000108022	ENSDARG00000074764
ENSMUSG00000099552	
ENSMUSG00000027371	ENSDARG00000103759
ENSMUSG00000043719	ENSDARG00000079752
ENSMUSG00000074656	ENSDARG00000053047
ENSMUSG00000093502	
ENSMUSG00000085869	
ENSMUSG00000097130	
ENSMUSG00000030543	ENSDARG00000068761
ENSMUSG00000030543	ENSDARG00000017078
ENSMUSG00000030543	ENSDARG00000030347
ENSMUSG00000030543	ENSDARG00000097947
ENSMUSG00000103665	
ENSMUSG00000063157	
ENSMUSG00000108254	
ENSMUSG00000030304	ENSDARG00000020224
ENSMUSG00000030304	ENSDARG00000051936
ENSMUSG00000074918	
ENSMUSG00000086795	
ENSMUSG00000071764	
ENSMUSG00000008206	ENSDARG00000018619
ENSMUSG00000008206	ENSDARG00000031387
ENSMUSG00000085357	
ENSMUSG00000084127	
ENSMUSG00000105328	
ENSMUSG00000020830	ENSDARG00000043002
ENSMUSG00000020830	ENSDARG00000045299
ENSMUSG00000035949	ENSDARG00000009745
ENSMUSG00000042846	
ENSMUSG00000083326	
ENSMUSG00000068816	
ENSMUSG00000056260	ENSDARG00000069696
ENSMUSG00000091184	
ENSMUSG00000035232	ENSDARG00000014527
ENSMUSG00000035232	ENSDARG00000099791
ENSMUSG00000100250	
ENSMUSG00000078757	
ENSMUSG00000105213	
ENSMUSG00000056031	
ENSMUSG00000082901	
ENSMUSG00000086042	
ENSMUSG00000096568	
ENSMUSG00000002384	ENSDARG00000035677
ENSMUSG00000103514	
ENSMUSG00000100694	
ENSMUSG00000082947	
ENSMUSG00000044519	ENSDARG00000025017
ENSMUSG00000107812	
ENSMUSG00000104069	
ENSMUSG00000031772	ENSDARG00000073920
ENSMUSG00000031772	ENSDARG00000075189
ENSMUSG00000031772	ENSDARG00000073802
ENSMUSG00000060188	
ENSMUSG00000042626	ENSDARG00000075437
ENSMUSG00000030064	ENSDARG00000074599
ENSMUSG00000030064	ENSDARG00000076496
ENSMUSG00000066196	ENSDARG00000103843
ENSMUSG00000106588	
ENSMUSG00000091020	
ENSMUSG00000103847	
ENSMUSG00000084818	
ENSMUSG00000021118	ENSDARG00000012789
ENSMUSG00000020673	ENSDARG00000033280
ENSMUSG00000031304	ENSDARG00000053702
ENSMUSG00000031304	ENSDARG00000068858
ENSMUSG00000102404	
ENSMUSG00000104085	
ENSMUSG00000104624	
ENSMUSG00000029538	ENSDARG00000008097
ENSMUSG00000020275	ENSDARG00000055276
ENSMUSG00000095700	ENSDARG00000096276
ENSMUSG00000095700	ENSDARG00000096303
ENSMUSG00000095700	ENSDARG00000096418
ENSMUSG00000095700	ENSDARG00000096316
ENSMUSG00000095700	ENSDARG00000096357
ENSMUSG00000035226	ENSDARG00000059523
ENSMUSG00000046378	ENSDARG00000075813
ENSMUSG00000105534	
ENSMUSG00000009739	ENSDARG00000011570
ENSMUSG00000107614	
ENSMUSG00000106553	
ENSMUSG00000089958	
ENSMUSG00000051225	
ENSMUSG00000023505	
ENSMUSG00000045010	
ENSMUSG00000101926	
ENSMUSG00000080713	
ENSMUSG00000083175	
ENSMUSG00000063728	ENSDARG00000058212
ENSMUSG00000043020	ENSDARG00000105093
ENSMUSG00000101367	
ENSMUSG00000051319	
ENSMUSG00000104705	
ENSMUSG00000014177	ENSDARG00000001804
ENSMUSG00000014177	ENSDARG00000057060
ENSMUSG00000044081	
ENSMUSG00000029840	ENSDARG00000104018
ENSMUSG00000084945	
ENSMUSG00000083118	
ENSMUSG00000084237	
ENSMUSG00000105201	
ENSMUSG00000089934	
ENSMUSG00000101850	
ENSMUSG00000094313	
